1	233.994348000	1
2	120.284596000	1.94533926854607
3	82.481320000	2.83693747869215
4	64.403042000	3.63328098694469
5	52.590002000	4.44940747482763
6	45.423098000	5.15143964861225
7	40.155250000	5.8272417180817
8	34.823690000	6.71940130411223
9	32.820390000	7.12954197070784
10	29.548051000	7.91911276990824
11	27.822866000	8.41014538185965
12	27.091589000	8.63715849225381
13	25.267041000	9.26085282404062
14	23.698867000	9.87365125936189
15	22.012949000	10.6298500941423
16	22.560340000	10.3719335790152
17	27.958396000	8.3693766981482
18	26.682055000	8.76972736920001
19	26.173316000	8.94018732666507
20	25.364669000	9.22520802459516
21	24.718054000	9.46653599834356
22	25.368459000	9.22382979588945
23	24.471490000	9.56191666302297
24	22.830561000	10.2491720637088
25	23.863931000	9.80535637653327
26	21.973426000	10.6489697145998
27	21.908299000	10.6806260038719
28	21.555976000	10.8551961646274
29	20.380846000	11.4810910204611
30	20.238936000	11.5615933564887
31	21.530090000	10.8682475549336
32	20.833572000	11.23160003479
